label,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,253,253,22,0,0,0,0,99,253,254,176,176,57,0,0,0,161,0,253,0,0,0,0,0,0,0,253,253,253,0,0,0,0,0,0,0,0,253,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,253,221,0,170,225,0,0,0,0,0,61,206,253,243,0,0,0,0,0,0,0,0,0,212,246,0,0,0,0,0,0,0,0,0,219,82,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,253,253,253,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,255,0,128,64,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,255,0,0,255,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,236,219,254,250,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,254,68,0,0,0,0,0,0,0,241,0,254,91,0,0,0,0,0,0,217,254,0,212,91,0,0,0,0,0,0,24,254,235,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,0,0,7,181,59,0,0,0,233,0,164,228,121,0,0,0,0,0,0,33,0,137,35,0,0,0,0,0,0,0,0,44,190,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,233,0,0,0,252,0,0,0,0,252,0,253,15,252,0,0,0,0,0,48,253,229,253,216,0,0,0,0,0,0,0,26,0,252,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,91,15,85,84,0,0,0,0,0,0,192,29,253,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,101,252,252,12,0,27,252,0,0,0,0,29,252,252,252,253,72,0,0,0,0,0,0,0,253,204,0,0,0,0,0,0,0,0,0,253,84,0,0,0,0,169,127,0,0,113,223,0,0,0,0,0,210,252,252,253,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,56,0,0,0,0,0,0,0,203,252,191,252,140,0,0,0,0,0,0,194,215,0,0,0,0,0,0,0,0,0,207,223,0,0,0,0,0,0,0,228,0,253,0,0,0,0,0,0,0,154,253,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,5,253,0,0,0,0,0,0,76,183,232,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,174,0,19,0,0,0,0,0,0,0,127,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,191,0,0,0,0,218,109,253,191,253,0,0,0,0,0,63,217,232,252,0,0,0,0,0,0,0,0,0,27,179,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,252,15,0,0,0,0,0,0,210,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,253,253,47,0,253,66,0,0,0,158,253,192,253,253,72,0,0,0,0,0,0,50,20,243,7,0,0,0,0,0,97,0,0,81,30,0,0,0,0,0,228,0,0,222,20,0,0,0,0,0,253,241,248,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,142,0,0,0,0,0,0,0,0,41,252,252,252,253,221,0,0,0,0,0,14,35,0,0,0,0,0,0,78,169,252,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,189,0,0,0,44,183,0,0,0,252,0,64,128,252,42,0,0,0,0,0,172,252,170,87,0,0,0,0,0,0,56,0,0,252,0,0,0,0,0,0,128,116,0,155,0,0,0,0,0,0,0,19,253,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,245,47,0,0,0,0,0,0,0,0,253,255,253,253,0,0,0,0,0,0,197,110,38,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,252,0,253,0,0,0,0,0,0,0,0,253,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,180,0,0,0,0,0,0,0,0,13,253,252,92,0,0,0,0,0,0,0,19,160,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,254,0,0,9,0,0,0,0,0,0,253,254,254,12,0,0,0,0,0,0,0,6,65,0,0,0,0,0,11,0,0,0,228,0,0,0,0,0,254,0,0,178,56,0,0,0,0,0,33,254,254,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,251,0,0,0,0,0,235,253,253,253,74,0,0,0,0,0,0,0,0,253,30,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,156,78,0,0,0,0,0,0,0,253,199,117,0,0,0,0,0,0,0,23,254,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3,208,0,0,0,0,253,201,253,116,253,0,110,0,0,0,11,253,253,253,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,240,0,253,0,0,0,0,0,0,0,97,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,61,0,0,0,0,0,0,0,75,252,253,252,252,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,157,252,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,218,252,252,253,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,89,0,0,0,0,0,0,0,253,151,58,85,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,253,16,0,0,0,0,0,0,0,0,26,253,0,0,0,0,0,107,21,0,0,253,0,0,0,0,0,0,155,253,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,251,56,0,253,0,0,0,0,0,254,0,254,253,198,0,0,0,0,0,0,168,253,83,0,0,0,0,0,0,169,168,254,84,0,0,0,0,0,0,253,224,253,83,0,0,0,0,0,0,29,253,254,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,254,254,189,81,0,0,0,0,0,0,0,243,0,0,41,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,44,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,254,192,100,0,0,0,0,0,0,0,177,14,0,12,146,0,0,0,252,29,0,114,23,0,0,0,0,0,0,0,105,245,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,252,37,0,0,0,0,0,0,0,253,0,185,0,0,0,0,0,0,0,104,178,0,184,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,252,38,0,0,0,0,0,0,0,13,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,15,252,0,0,0,0,81,246,252,252,252,64,0,0,0,0,0,0,0,64,253,228,0,0,0,0,0,205,204,0,10,252,143,0,0,0,0,179,252,252,136,252,241,0,0,0,0,0,17,240,190,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,209,253,0,0,0,0,0,252,252,252,252,0,0,0,0,0,0,85,85,163,252,94,0,0,0,0,0,0,0,0,7,253,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,239,253,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,70,253,230,253,253,162,0,0,0,0,0,34,254,0,0,247,0,0,0,0,0,0,19,254,0,0,0,0,0,0,0,0,0,176,88,0,0,0,0,0,0,38,254,253,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,254,20,20,254,0,0,0,0,0,0,122,254,254,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,254,214,254,0,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,253,252,0,65,0,0,0,0,0,0,253,168,252,66,0,0,0,0,0,0,0,225,252,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,57,214,0,51,118,0,0,0,0,0,0,234,253,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,252,252,55,35,35,35,0,0,0,0,0,252,252,253,252,11,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,253,145,0,0,0,0,0,15,179,0,222,144,0,0,0,0,0,0,252,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,252,0,56,134,0,0,0,0,0,0,234,252,240,86,22,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,159,0,0,252,0,0,0,0,0,0,45,229,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,0,0,0,253,0,0,0,253,17,9,179,97,253,0,0,0,0,107,176,176,176,241,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,70,12,0,219,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,182,182,159,0,0,0,0,0,33,246,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,226,254,246,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,163,203,0,0,0,0,21,252,112,232,0,0,51,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,21,212,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,253,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,248,249,254,0,0,0,0,131,254,254,254,137,27,0,0,0,0,0,247,254,60,0,0,0,0,0,0,0,0,21,254,93,0,0,0,0,0,0,0,0,0,254,54,0,0,0,0,0,136,149,254,254,225,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,3,253,0,0,0,0,0,0,254,0,198,227,0,0,0,0,0,0,254,0,253,0,0,0,0,0,0,0,0,19,127,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,163,28,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,253,230,213,138,0,0,0,0,0,136,19,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,146,0,11,198,0,0,0,0,0,0,26,253,0,206,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,254,130,0,22,176,128,0,0,0,0,0,0,254,0,0,0,0,0,0,0,26,15,0,232,0,0,0,0,0,0,0,254,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,128,16,0,0,0,0,0,0,0,252,161,252,151,58,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,162,23,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,15,252,252,252,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,25,0,111,211,0,0,0,0,253,0,219,253,90,0,0,0,0,0,6,253,250,212,118,0,0,0,0,0,0,0,0,0,253,2,0,0,0,0,0,253,176,0,0,174,0,0,0,0,0,0,158,214,0,253,0,0,0,0,0,0,0,2,162,104,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,252,252,220,0,0,0,0,0,27,252,5,0,75,0,0,0,0,0,0,11,252,5,0,0,0,0,0,0,0,0,73,238,0,0,0,0,0,88,0,0,0,252,0,0,0,0,0,221,252,252,252,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,153,252,252,22,16,252,0,0,0,0,79,253,187,253,255,13,0,0,0,0,0,0,0,0,0,26,81,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,7,28,28,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,239,4,0,0,71,220,0,0,0,0,122,254,254,32,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,184,159,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,15,252,63,60,199,0,0,0,0,0,0,252,252,252,0,0,0,0,0,0,0,0,35,207,238,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,176,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,145,0,0,0,0,22,0,0,0,253,0,104,253,35,253,75,0,0,0,0,206,253,253,173,0,0,0,0,0,0,0,0,93,18,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,198,126,0,0,0,0,0,0,0,0,242,254,71,0,0,0,0,0,0,0,0,0,254,239,254,0,0,0,0,0,0,0,38,99,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,89,113,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,253,144,193,0,0,0,0,0,0,208,253,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,226,33,0,75,253,0,0,0,0,0,123,253,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,225,58,253,0,0,0,0,0,0,0,253,186,89,0,0,0,0,0,0,0,54,166,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,234,0,138,4,0,0,0,0,0,0,22,252,203,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,25,0,250,0,0,0,0,0,253,0,253,253,6,0,0,0,0,0,40,214,115,222,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,174,108,0,253,0,0,0,0,0,0,0,253,235,253,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,253,253,0,0,0,0,0,0,0,0,253,8,57,253,233,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,80,19,0,66,94,0,0,0,0,0,0,253,253,142,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,253,73,0,0,0,0,0,0,0,79,10,253,253,232,0,0,0,0,0,55,47,0,15,225,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,60,253,254,4,0,0,0,0,0,0,0,0,19,120,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,163,97,68,0,254,0,0,0,0,0,254,115,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,191,0,0,0,254,0,0,0,0,0,32,254,67,19,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,211,253,253,253,253,0,0,0,0,253,74,0,253,253,2,0,0,0,0,19,253,241,253,253,14,0,0,0,0,0,0,0,0,253,163,0,0,0,0,0,0,0,0,253,163,0,0,0,0,0,0,253,253,253,0,0,0,0,0,0,211,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,241,228,228,255,254,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,106,253,254,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,0,0,0,0,0,0,0,0,102,253,128,244,253,253,240,0,0,0,0,0,253,89,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,181,219,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,226,80,254,254,188,0,0,0,0,128,254,254,0,0,79,6,0,0,0,0,0,18,252,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,254,167,53,0,0,0,0,0,0,0,254,254,32,0,0,0,0,0,0,0,29,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,54,230,254,254,254,254,0,0,0,0,0,0,56,202,0,0,0,0,0,0,0,0,0,25,151,0,0,0,0,0,0,0,22,0,254,0,0,0,0,0,0,0,96,254,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,252,117,0,37,160,0,0,0,0,47,23,253,255,253,232,0,0,0,0,0,131,234,116,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,252,253,0,0,0,0,0,0,0,0,100,253,9,0,0,0,0,0,0,0,0,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,101,84,0,0,0,0,0,0,169,0,0,181,0,0,0,0,0,0,51,252,252,253,252,252,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,253,0,198,0,0,0,0,0,0,0,172,253,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,81,253,0,0,0,0,0,0,0,0,233,0,253,0,0,0,0,0,0,0,0,102,102,162,0,102,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,253,62,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,58,148,254,17,0,0,0,0,0,10,0,0,201,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,56,66,0,0,0,0,0,0,0,0,0,74,16,0,0,0,0,0,163,254,147,176,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,231,253,253,64,0,0,0,0,0,0,0,0,0,157,197,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,254,254,254,0,0,0,0,0,0,0,0,9,254,0,0,0,0,0,0,0,253,253,230,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,6,0,0,0,0,0,0,0,92,203,253,0,0,0,0,0,0,0,47,9,82,196,0,0,0,0,0,0,0,252,168,196,0,0,0,0,0,0,0,0,234,59,0,0,0,0,0,0,79,253,25,253,0,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,185,253,48,0,0,0,0,0,0,180,0,0,253,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,34,253,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,112,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,223,0,0,0,0,0,0,0,101,253,253,223,0,0,0,0,0,0,228,108,253,240,0,0,0,0,0,0,253,253,247,0,0,0,0,0,17,0,0,253,0,0,0,0,0,0,253,253,253,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,14,109,254,254,0,0,0,0,0,0,0,0,0,54,152,0,0,0,0,0,0,188,254,254,11,0,0,0,0,0,0,17,4,9,254,0,0,0,0,0,0,118,175,133,124,162,0,0,0,0,0,221,215,29,104,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,0,0,0,0,0,0,186,0,0,0,253,65,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,78,253,0,0,0,0,0,0,0,0,41,204,234,0,0,0,0,0,0,0,253,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
